Messort	3945134
Temperatur	3423611
Witterung	9918665
Fahrer	5757224
FZG-Bezeichnung	0074342
FZG-Nummer	2811639
KFZ-Kennz	8361448
Aufbauzustand	8467216
Motor	3003407
Fahrwerkvariante	2450217
Beladungsvariante	5649391
Achsabstand	2776450
Antriebskonzept	
Antriebstechnik	
Laenderfahrwerk	
Fahrwerk_Modus	
ESP_Modus	
Lenkungs_Modus	
Fahrniveau_Modus	
Achslast.VA	5695423
Achslast.HA	1564699
Radlast.VL	492.000000000000000
Radlast.VR	479.000000000000000
Radlast.HL	443.000000000000000
Radlast.HR	428.000000000000000
Felge.VA	6141918
Felge.HA	8851172
MOSESKonfiguration.Messdauer	8786177
ManoeverBewertung.GesamtBewertung	8786177
Reifen.Fabrikat.VA	3940621
Reifen.Fabrikat.HA	3940621
Reifen.Dimension.VA	7767433
Reifen.Dimension.HA	6774546
Reifen.Druck.VA	4655843
Reifen.Druck.HA	4655843
Reifen.Dimension.VA_Detail.Art	
Reifen.Dimension.VA_Detail.HerstellerInfo	
Reifen.Dimension.HA_Detail.Art	
Reifen.Dimension.HA_Detail.HerstellerInfo	

Lenkradwin	Lenkmoment	Fahrgeschw	Schwimmwin	Bremslicht	Längsbesch	Querbeschl	Giergeschw	Nickwinkel	Wankwinkel	Gierwinkel	Nickgeschw	Wankgeschw	Hochbeschl	Fahrge_DIS	GPS_Status	Status_DIS	Status_TRK	GPS_FMS_St	Schwim_MSP	Schwim_MHA	Lichtschra	Handtaster	BLS	PW	Radius	Längengrad	Breitengrd	Höhe	LenkgeschM	ESP_AKTIV
t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00
dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000
-8,035774000	-4,071048400	247,492389000	-0,429686400	0,000576810	-0,114000000	-1,339000000	-2,326380000	-0,407388600	-0,083919000	178,220385000	-1,214760000	-2,773320000	-0,328000000	246,708266000	0,999991653	-21168,000000000	0,999991653	-17470,000000000	-0,341951700	-0,391390500	-0,000961350	0,000384540	0,000000000	64,800000000	1499,971096000	1,528813560	41,258217400	159,872660000	-2,289000000	0,000000000
-7,806894000	-4,177861400	247,484760000	-0,507811200	0,000256360	-1,383000000	-1,842000000	-2,538390000	-0,418069200	-0,108331800	178,192920000	-1,031400000	-2,681640000	0,559000000	246,756335000	0,999991653	-21168,000000000	0,999991653	-17470,000000000	-0,411990000	-0,465548700	-0,000769080	0,000000000	0,000000000	64,800000000	1499,971096000	1,528813560	41,258217400	159,872660000	-5,722500000	0,000000000
-8,173102000	-3,851318800	247,492389000	-0,546873600	-0,000064090	-0,185000000	-1,134000000	-2,870730000	-0,428749800	-0,134270400	178,165455000	-0,819390000	-2,635800000	2,078000000	246,756335000	0,999991653	-21168,000000000	0,999991653	-17470,000000000	-0,439456000	-0,499881200	0,001153620	-0,000128180	0,000000000	64,800000000	1372,324720000	1,528813560	41,258217400	159,872660000	-6,867000000	0,000000000
-8,470646000	-3,776549700	247,484760000	-0,541990800	0,000064090	0,138000000	-2,395000000	-2,796240000	-0,445533600	-0,154105800	178,143483000	-0,401100000	-2,544120000	1,173000000	246,756335000	0,999991653	-21168,000000000	0,999991653	-17470,000000000	-0,436709400	-0,495761300	-0,001474070	0,000128180	0,000000000	64,800000000	1408,831080000	1,528813560	41,258217400	159,872660000	-33,190500000	0,000000000
-7,944222000	-3,692625200	247,362696000	-0,571287600	0,000769080	0,425000000	-2,479000000	-2,968140000	-0,456214200	-0,176992800	178,116018000	-1,019940000	-2,521200000	1,001000000	246,750994000	0,999991653	-21168,000000000	0,999991653	-17470,000000000	-0,460055500	-0,521854000	0,000833170	0,000320450	0,000000000	64,800000000	1326,594496000	1,528813560	41,258217400	159,872660000	11,445000000	0,000000000
-8,241766000	-4,026797300	247,400841000	-0,642088200	0,000064090	0,334000000	-1,897000000	-2,756130000	-0,463080300	-0,196828200	178,088553000	-1,386660000	-2,269080000	0,396000000	246,750994000	0,999991653	-21168,000000000	0,999991653	-17470,000000000	-0,538333600	-0,597385500	0,000769080	0,000897260	0,000000000	64,800000000	1428,858080000	1,528813560	41,258217400	159,872660000	11,445000000	0,000000000
-9,042846000	-4,153447000	247,271148000	-0,627439800	0,000448630	-0,139000000	-1,944000000	-2,492550000	-0,467657700	-0,212849100	178,061088000	-1,037130000	-1,524180000	1,086000000	246,745653000	0,999991653	-21168,000000000	0,999991653	-17470,000000000	-0,534213700	-0,586399100	-0,001538160	0,000192270	0,000000000	64,800000000	1499,971096000	1,528813560	41,258217400	159,872660000	-54,936000000	0,000000000
-8,722414000	-4,243475100	247,088052000	-0,673826400	0,000448630	-0,695000000	-2,550000000	-2,658720000	-0,475286700	-0,230395800	178,033623000	-1,105890000	-1,226220000	2,093000000	246,745653000	0,999991653	-21168,000000000	0,999991653	-17470,000000000	-0,574039400	-0,630344700	-0,000961350	0,000512720	0,000000000	64,800000000	1479,326120000	1,528813560	41,258217400	159,872660000	-24,034500000	0,000000000
