Messort	3945134
Temperatur	3025757
Witterung	7845176
Fahrer	5757224
FZG-Bezeichnung	0074342
FZG-Nummer	4636815
KFZ-Kennz	6436755
Aufbauzustand	4535381
Motor	2318153
Fahrwerkvariante	2408977
Beladungsvariante	5649391
Achsabstand	2776450
Antriebskonzept	
Antriebstechnik	
Laenderfahrwerk	
Fahrwerk_Modus	
ESP_Modus	
Lenkungs_Modus	
Fahrniveau_Modus	
Achslast.VA	5138636
Achslast.HA	4223945
Radlast.VL	516.000000000000000
Radlast.VR	493.000000000000000
Radlast.HL	448.000000000000000
Radlast.HR	434.000000000000000
Felge.VA	7833771
Felge.HA	7833771
MOSESKonfiguration.Messdauer	8786177
ManoeverBewertung.GesamtBewertung	8786177
Reifen.Fabrikat.VA	4745632
Reifen.Fabrikat.HA	4745632
Reifen.Dimension.VA	2116232
Reifen.Dimension.HA	2116232
Reifen.Druck.VA	7058775
Reifen.Druck.HA	7058775
Reifen.Dimension.VA_Detail.Art	
Reifen.Dimension.VA_Detail.HerstellerInfo	
Reifen.Dimension.HA_Detail.Art	
Reifen.Dimension.HA_Detail.HerstellerInfo	

Lenkradwin	Lenkmoment	Fahrgeschw	Schwimmwin	Bremslicht	Längsbesch	Querbeschl	Giergeschw	Nickwinkel	Wankwinkel	Gierwinkel	Nickgeschw	Wankgeschw	Hochbeschl	Fahrge_DIS	GPS_Status	Schwim_MSP	Schwim_MHA	Lichtschra	BLS	DVL	DVR	DHL	DHR	PW	VOLLBRE	GIER_ROH	NMOT	AY_S	T_AUSSEN	V_ANZ	GIC	KD	LWS_SPEED	LWS_ANGLE	Radius	LWS_ANG_H	ESP_AKTIV	BRK_TRQ	AX_S	Längengrad	Breitengrd	LenkgeschM	BRK_STAT
t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00
dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000
-2,810624000	-1,650446500	140,044029000	0,025390200	0,001025440	-0,080867400	-0,674403600	-0,372319600	-0,515720400	0,663723000	176,770233000	-0,344853400	0,097657600	0,057980400	139,423599000	1,999995340	0,052185400	0,037079100	0,000576810	0,000000000	1169,500000000	1168,500000000	1168,000000000	1166,500000000	40,000000000	0,000000000	327,650000000	2439,000000000	10,160000000	15,000000000	142,500000000	7,000000000	0,000000000	-10,000000000	-3,000000000	1499,965080000	-3,000000000	0,000000000	0,000000000	10,160000000	1,528203200	41,258217400	-6,165040000	0,000000000
-2,947952000	-1,525322700	139,921965000	0,140136000	0,001025440	0,238024800	0,380687100	-0,497443400	-0,522586500	0,666011700	176,764740000	-0,381475000	0,115968400	-0,050351400	139,444963000	1,999995340	0,174409100	0,156556200	0,000640900	0,000000000	1166,500000000	1166,500000000	1167,000000000	1167,000000000	40,000000000	0,000000000	327,650000000	2439,000000000	10,160000000	15,000000000	142,500000000	7,000000000	0,000000000	-10,000000000	-3,000000000	1499,965080000	-3,100000000	0,000000000	0,000000000	10,160000000	1,528203200	41,258217400	-11,658640000	0,000000000
-2,741960000	-1,600091800	139,929594000	0,118163400	0,000961350	-0,010680600	-1,253444700	-0,573738400	-0,525638100	0,662197200	176,764740000	-0,387578600	-0,070191400	0,158683200	139,460986000	1,999995340	0,157929500	0,137330000	0,000320450	0,000000000	1166,500000000	1166,500000000	1167,000000000	1167,000000000	40,000000000	0,000000000	327,650000000	2441,000000000	10,160000000	15,000000000	142,500000000	7,000000000	0,000000000	-5,000000000	-3,000000000	1499,965080000	-3,200000000	0,000000000	0,000000000	10,160000000	1,528203200	41,258217400	-13,062560000	0,000000000
-2,833512000	-1,783199800	139,777014000	0,015624600	0,001089530	-0,268540800	0,664485900	-0,567634800	-0,529452600	0,662197200	176,759247000	-0,515754200	-0,222781400	0,105280200	139,423599000	1,999995340	0,054932000	0,034332500	0,000769080	0,000000000	1167,000000000	1168,000000000	1169,000000000	1165,500000000	40,000000000	0,000000000	327,650000000	2441,000000000	10,160000000	15,000000000	142,500000000	7,000000000	0,000000000	-5,000000000	-3,000000000	1499,965080000	-3,300000000	0,000000000	0,000000000	10,160000000	1,527592840	41,258217400	-10,682000000	0,000000000
-2,947952000	-1,946471100	139,784643000	0,000976200	0,000128180	-0,173178300	-0,955913700	-0,604256400	-0,532504200	0,658382700	176,753754000	-0,238040400	-0,433355600	0,080867400	139,439622000	1,999995340	0,043945600	0,020599500	0,001025440	0,000000000	1167,000000000	1168,000000000	1169,000000000	1165,500000000	40,000000000	0,000000000	327,650000000	2441,000000000	10,160000000	15,000000000	142,500000000	7,000000000	0,000000000	-5,000000000	-3,000000000	1499,965080000	-3,300000000	0,000000000	0,000000000	10,160000000	1,527592840	41,258217400	-7,080640000	0,000000000
-2,764848000	-1,870176100	139,944852000	-0,023437800	0,001217710	-0,176992800	0,001525800	-0,543220400	-0,539370300	0,655331100	176,742768000	-0,473029000	-0,119020200	0,111383400	139,455645000	1,999995340	0,015106300	-0,005493200	0,000640900	0,000000000	1169,500000000	1168,500000000	1167,500000000	1169,000000000	40,000000000	0,000000000	327,650000000	2441,000000000	10,160000000	15,000000000	142,500000000	7,000000000	0,000000000	-5,000000000	-3,000000000	1499,965080000	-3,400000000	0,000000000	0,000000000	10,160000000	1,527592840	41,258217400	-1,159760000	0,000000000
-3,337048000	-1,702327100	139,769385000	-0,101562600	0,000961350	0,016020900	-0,346356600	-0,756846400	-0,547762200	0,651516600	176,737275000	-0,582893800	-0,405889400	0,234210300	139,471668000	1,999995340	-0,048065500	-0,076904800	0,000704990	0,000000000	1169,500000000	1168,500000000	1167,500000000	1169,000000000	40,000000000	0,000000000	327,650000000	2438,000000000	10,160000000	15,000000000	142,500000000	7,000000000	0,000000000	-10,000000000	-3,500000000	1499,965080000	-3,500000000	0,000000000	0,000000000	10,160000000	1,527592840	41,258217400	-2,258480000	0,000000000
-2,925064000	-1,816769600	140,150835000	-0,042969000	0,000897260	0,263200500	-0,762900000	-0,613411800	-0,552339600	0,644650500	176,731782000	-0,637826200	-0,424200200	0,102991500	139,482350000	1,999995340	0,000000000	-0,023346100	0,000769080	0,000000000	1165,000000000	1166,000000000	1165,000000000	1166,500000000	40,000000000	0,000000000	327,650000000	2438,000000000	10,160000000	15,000000000	142,500000000	7,000000000	0,000000000	-10,000000000	-3,500000000	1499,965080000	-3,600000000	0,000000000	0,000000000	10,160000000	1,527592840	41,258217400	-6,592320000	0,000000000
