Messort	3945134
Temperatur	3025757
Witterung	7845176
Fahrer	5757224
FZG-Bezeichnung	0074342
FZG-Nummer	4636815
KFZ-Kennz	6436755
Aufbauzustand	4535381
Motor	2318153
Fahrwerkvariante	2408977
Beladungsvariante	5649391
Achsabstand	2776450
Antriebskonzept	
Antriebstechnik	
Laenderfahrwerk	
Fahrwerk_Modus	
ESP_Modus	
Lenkungs_Modus	
Fahrniveau_Modus	
Achslast.VA	5138636
Achslast.HA	4223945
Radlast.VL	516.000000000000000
Radlast.VR	493.000000000000000
Radlast.HL	448.000000000000000
Radlast.HR	434.000000000000000
Felge.VA	7833771
Felge.HA	7833771
MOSESKonfiguration.Messdauer	8786177
ManoeverBewertung.GesamtBewertung	8786177
Reifen.Fabrikat.VA	5037126
Reifen.Fabrikat.HA	5037126
Reifen.Dimension.VA	6723742
Reifen.Dimension.HA	6723742
Reifen.Druck.VA	7058775
Reifen.Druck.HA	7058775
Reifen.Dimension.VA_Detail.Art	
Reifen.Dimension.VA_Detail.HerstellerInfo	
Reifen.Dimension.HA_Detail.Art	
Reifen.Dimension.HA_Detail.HerstellerInfo	

Lenkradwin	Lenkmoment	Fahrgeschw	Schwimmwin	Bremslicht	Längsbesch	Querbeschl	Giergeschw	Nickwinkel	Wankwinkel	Gierwinkel	Nickgeschw	Wankgeschw	Hochbeschl	Fahrge_DIS	GPS_Status	Schwim_MSP	Schwim_MHA	Lichtschra	BLS	DVL	DVR	DHL	DHR	PW	VOLLBRE	GIER_ROH	NMOT	AY_S	T_AUSSEN	V_ANZ	GIC	KD	LWS_SPEED	LWS_ANGLE	Radius	LWS_ANG_H	ESP_AKTIV	BRK_TRQ	AX_S	Längengrad	Breitengrd	LenkgeschM	BRK_STAT
t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00
dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000
-2,535968000	-2,019714300	221,559894000	-0,233398200	0,001281800	0,775106400	-0,383738700	-0,308231800	-0,327284100	0,672114900	-3,109038000	-0,128175600	-0,262454800	-0,692713200	221,648294000	0,000129280	-0,219728000	-0,226594500	0,000448630	0,000000000	1841,000000000	1838,500000000	1840,000000000	1836,000000000	68,000000000	0,000000000	327,650000000	3844,000000000	10,160000000	14,500000000	224,400000000	7,000000000	0,000000000	-15,000000000	-3,000000000	1499,965080000	-3,000000000	0,000000000	0,000000000	10,160000000	1,505619880	41,267373400	-12,208000000	0,000000000
-2,398640000	-2,086853900	221,773506000	-0,311523000	0,000961350	0,064846500	-0,411966000	-0,512702400	-0,329572800	0,668300400	-3,114531000	0,103761200	-0,473029000	-0,332624400	221,632271000	0,000129280	-0,288393000	-0,300752700	0,000769080	0,000000000	1840,000000000	1840,500000000	1840,500000000	1839,500000000	67,600000000	0,000000000	327,650000000	3843,000000000	10,160000000	14,500000000	224,400000000	7,000000000	0,000000000	-15,000000000	-3,000000000	1499,965080000	-3,100000000	0,000000000	0,000000000	10,160000000	1,505619880	41,267373400	-7,813120000	0,000000000
-2,719072000	-2,131105000	221,681958000	-0,272460600	0,000961350	0,003051600	-0,788075700	-0,439459200	-0,329572800	0,657619800	-3,120024000	0,143434600	-0,613411800	-1,511304900	221,621589000	0,000129280	-0,252687200	-0,263673600	0,000448630	0,000000000	1840,000000000	1840,500000000	1840,500000000	1839,500000000	67,600000000	0,000000000	327,650000000	3843,000000000	10,160000000	14,500000000	224,400000000	7,000000000	0,000000000	-15,000000000	-3,000000000	1499,965080000	-3,200000000	0,000000000	0,000000000	10,160000000	1,505619880	41,267373400	-5,249440000	0,000000000
-2,879288000	-2,199770500	221,605668000	-0,260253600	0,001089530	0,208271700	0,469946400	-0,546272200	-0,329572800	0,650753700	-3,131010000	-0,119020200	-0,762950000	-1,225217400	221,605566000	0,000129280	-0,236207600	-0,248567300	0,000512720	0,000000000	1838,000000000	1841,500000000	1838,000000000	1843,000000000	67,600000000	0,000000000	327,650000000	3843,000000000	10,160000000	14,500000000	224,400000000	7,000000000	0,000000000	-10,000000000	-3,000000000	1499,965080000	-3,300000000	0,000000000	0,000000000	10,160000000	1,505619880	41,267373400	-7,691040000	0,000000000
-3,153944000	-2,312687100	221,735361000	-0,179687400	0,000769080	0,019835400	-0,614897400	-0,857555800	-0,330335700	0,642361800	-3,136503000	-0,100709400	-0,744639200	0,458502900	221,642953000	0,000129280	-0,141449900	-0,162049400	0,000640900	0,000000000	1838,000000000	1841,500000000	1838,000000000	1843,000000000	67,600000000	0,000000000	327,650000000	3843,000000000	10,160000000	14,500000000	224,400000000	7,000000000	0,000000000	-10,000000000	-3,000000000	1499,965080000	-3,400000000	0,000000000	0,000000000	10,160000000	1,505619880	41,267373400	-12,452160000	0,000000000
-3,039504000	-2,230288500	221,643813000	-0,130859400	0,000897260	0,382212900	-0,315840600	-0,772105400	-0,336438900	0,633207000	-3,141996000	-0,308231800	-0,799571600	-1,577677200	221,626930000	0,000129280	-0,096131000	-0,115357200	0,000448630	0,000000000	1842,000000000	1837,500000000	1839,000000000	1838,000000000	67,600000000	0,000000000	327,650000000	3845,000000000	10,160000000	14,500000000	224,400000000	7,000000000	0,000000000	-15,000000000	-3,500000000	1499,965080000	-3,600000000	0,000000000	0,000000000	10,160000000	1,505619880	41,267373400	-16,053520000	0,000000000
-3,222608000	-2,131105000	221,834538000	0,000976200	0,000897260	0,426461100	0,229632900	-0,866711200	-0,341016300	0,628629600	-3,152982000	-0,564583000	-0,711069400	-0,957439500	221,610907000	0,000129280	0,039825700	0,019226200	0,000897260	0,000000000	1842,000000000	1837,500000000	1839,000000000	1838,000000000	67,600000000	0,000000000	327,650000000	3845,000000000	10,160000000	14,500000000	224,400000000	7,000000000	0,000000000	-10,000000000	-3,500000000	1499,965080000	-3,700000000	0,000000000	0,000000000	10,160000000	1,505619880	41,267373400	-15,565200000	0,000000000
-3,199720000	-2,350834600	221,933715000	0,044921400	0,001217710	0,284561700	-1,052802000	-0,839245000	-0,343305000	0,622526400	-3,158475000	-0,637826200	-0,674447800	-0,200642700	221,594884000	0,000129280	0,082398000	0,061798500	0,000320450	0,000000000	1836,500000000	1841,500000000	1840,500000000	1844,500000000	67,600000000	0,000000000	327,650000000	3841,000000000	10,160000000	14,500000000	224,400000000	7,000000000	0,000000000	-10,000000000	-3,500000000	1499,965080000	-3,800000000	0,000000000	0,000000000	10,160000000	1,505619880	41,267373400	-11,902800000	0,000000000
