Messort	3945134
Temperatur	3423611
Witterung	9918665
Fahrer	5757224
FZG-Bezeichnung	0074342
FZG-Nummer	2811639
KFZ-Kennz	8361448
Aufbauzustand	8467216
Motor	3003407
Fahrwerkvariante	2450217
Beladungsvariante	5649391
Achsabstand	2776450
Antriebskonzept	
Antriebstechnik	
Laenderfahrwerk	
Fahrwerk_Modus	
ESP_Modus	
Lenkungs_Modus	
Fahrniveau_Modus	
Achslast.VA	5695423
Achslast.HA	1564699
Radlast.VL	492.000000000000000
Radlast.VR	479.000000000000000
Radlast.HL	443.000000000000000
Radlast.HR	428.000000000000000
Felge.VA	6141918
Felge.HA	8851172
MOSESKonfiguration.Messdauer	8786177
ManoeverBewertung.GesamtBewertung	8786177
Reifen.Fabrikat.VA	4146655
Reifen.Fabrikat.HA	4146655
Reifen.Dimension.VA	7254864
Reifen.Dimension.HA	6774546
Reifen.Druck.VA	4655843
Reifen.Druck.HA	4655843
Reifen.Dimension.VA_Detail.Art	
Reifen.Dimension.VA_Detail.HerstellerInfo	
Reifen.Dimension.HA_Detail.Art	
Reifen.Dimension.HA_Detail.HerstellerInfo	

Lenkradwin	Lenkmoment	Fahrgeschw	Schwimmwin	Bremslicht	Längsbesch	Querbeschl	Giergeschw	Nickwinkel	Wankwinkel	Gierwinkel	Nickgeschw	Wankgeschw	Hochbeschl	Fahrge_DIS	GPS_Status	Status_DIS	Status_TRK	GPS_FMS_St	Schwim_MSP	Schwim_MHA	Lichtschra	Handtaster	BLS	PW	Radius	Längengrad	Breitengrd	Höhe	LenkgeschM	ESP_AKTIV
t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00
dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000
-8,088618000	-2,787836300	60,200439000	-0,239257200	0,001345890	-0,245000000	-0,556000000	-1,449690000	-0,440193300	-0,376872600	-4,421865000	-0,085950000	-0,819390000	-0,054000000	60,221910000	0,999991653	-21168,000000000	0,999991653	-13374,000000000	-0,015106300	-0,141449900	0,000448630	-0,000833170	0,000000000	16,800000000	661,011456000	1,510502760	41,265542200	174,154460000	-37,768500000	0,000000000
-8,363274000	-2,526907400	60,391164000	-0,185546400	0,000192270	0,111000000	-0,382000000	-1,598670000	-0,439430400	-0,385264500	-4,438344000	0,000000000	-0,882420000	-0,081000000	60,227251000	0,999991653	-21168,000000000	0,999991653	-13374,000000000	0,060425200	-0,078278100	-0,000769080	-0,000512720	0,000000000	16,800000000	601,319552000	1,510502760	41,265542200	174,154460000	-38,913000000	0,000000000
-8,775258000	-2,594047000	60,505599000	0,000000000	0,000320450	0,148000000	-0,434000000	-1,684620000	-0,438667500	-0,393656400	-4,454823000	0,051570000	-0,681870000	0,382000000	60,232592000	0,999991653	-21168,000000000	0,999991653	-13374,000000000	0,259553700	0,112610600	-0,000640900	0,001025440	0,000000000	16,800000000	571,725368000	1,510502760	41,265542200	174,154460000	-34,335000000	0,000000000
-8,889698000	-2,806147100	60,482712000	0,019531200	-0,000192270	-0,051000000	-0,645000000	-1,787760000	-0,436378800	-0,402048300	-4,471302000	0,206280000	-0,836580000	0,227000000	60,237933000	0,999991653	-21168,000000000	0,999991653	-13374,000000000	0,293886200	0,140076600	0,000640900	0,000128180	0,000000000	16,800000000	538,537768000	1,510502760	41,265542200	174,154460000	-26,323500000	0,000000000
-8,843922000	-2,774103200	60,703953000	-0,122070000	0,001217710	-0,450000000	-0,746000000	-1,856520000	-0,437141700	-0,410440200	-4,493274000	0,063030000	-0,991290000	-0,016000000	60,243274000	0,999991653	-21168,000000000	0,999991653	-13374,000000000	0,162049400	0,002746600	-0,000384540	0,000000000	0,000000000	16,800000000	520,479136000	1,510502760	41,265542200	174,154460000	-3,433500000	0,000000000
-9,210130000	-2,739007500	60,856533000	-0,151366800	0,000256360	-0,205000000	-0,465000000	-1,942470000	-0,438667500	-0,418069200	-4,509753000	-0,143250000	-0,870960000	-0,309000000	60,248615000	0,999991653	-21168,000000000	0,999991653	-13374,000000000	0,145569800	-0,021972800	-0,000704990	0,000256360	0,000000000	16,800000000	498,712648000	1,510502760	41,265542200	174,154460000	-16,023000000	0,000000000
-9,713666000	-2,793939900	60,902307000	-0,161132400	0,000384540	0,053000000	-0,534000000	-1,959660000	-0,440193300	-0,424172400	-4,531725000	-0,177630000	-0,550080000	-0,138000000	60,302025000	0,999991653	-21168,000000000	0,999991653	-13374,000000000	0,138703300	-0,030212600	-0,000384540	0,000000000	0,000000000	16,800000000	494,707248000	1,510502760	41,265542200	174,154460000	-43,491000000	0,000000000
-9,988322000	-2,879390300	61,085403000	0,026855400	0,000256360	0,180000000	-0,515000000	-2,028420000	-0,440193300	-0,429512700	-4,553697000	-0,045840000	-0,458400000	-0,131000000	60,307366000	0,999991653	-21168,000000000	0,999991653	-13374,000000000	0,336458500	0,162049400	0,000961350	0,000000000	0,000000000	16,800000000	479,372288000	1,510502760	41,265542200	174,154460000	-38,913000000	0,000000000
