Messort	3435152
Temperatur	9541205
Witterung	8557416
Fahrer	8841362
FZG-Bezeichnung	0074342
FZG-Nummer	3776722
KFZ-Kennz	2143816
Aufbauzustand	8467216
Motor	7486849
Fahrwerkvariante	2450217
Beladungsvariante	5649391
Achsabstand	2776450
Antriebskonzept	
Antriebstechnik	
Laenderfahrwerk	
Fahrwerk_Modus	
ESP_Modus	
Lenkungs_Modus	
Fahrniveau_Modus	
Achslast.VA	6146129
Achslast.HA	9831844
Radlast.VL	478.000000000000000
Radlast.VR	460.000000000000000
Radlast.HL	418.000000000000000
Radlast.HR	409.000000000000000
Felge.VA	8876243
Felge.HA	8823457
MOSESKonfiguration.Messdauer	8786177
ManoeverBewertung.GesamtBewertung	8786177
Reifen.Fabrikat.VA	2562831
Reifen.Fabrikat.HA	2562831
Reifen.Dimension.VA	1335550
Reifen.Dimension.HA	7111636
Reifen.Druck.VA	2572661
Reifen.Druck.HA	2572661
Reifen.Dimension.VA_Detail.Art	
Reifen.Dimension.VA_Detail.HerstellerInfo	
Reifen.Dimension.HA_Detail.Art	
Reifen.Dimension.HA_Detail.HerstellerInfo	

Lenkradwin	Lenkmoment	Fahrgeschw	Schwimmwin	Bremslicht	Längsbesch	Querbeschl	Giergeschw	Nickwinkel	Wankwinkel	Gierwinkel	Nickgeschw	Wankgeschw	Hochbeschl	Fahrge_DIS	GPS_Status	Schwim_MSP	Schwim_MHA	Längengrad	Breitengrd	GPS-Fahrge
t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00
dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000
-2,513064000	-0,832510300	199,835558000	0,129392000	0,001153620	0,047299800	-0,078578700	-0,241092200	-0,322706700	1,340415300	105,970956000	-0,598152800	-0,299076400	-1,000161900	199,712807000	1,000062310	0,119477100	0,113983900	7,499965440	53,037411400	199,857014000
-2,284184000	-0,939323300	199,644833000	0,039060200	0,000704990	0,051877200	0,001525800	0,051880600	-0,333387300	1,341178200	105,970956000	-0,830089600	-0,036621600	1,163422500	199,734171000	1,000062310	0,041199000	0,042572300	7,499965440	53,037411400	199,857014000
-2,741944000	-1,078180200	199,019255000	0,090329600	0,001025440	0,312789000	-1,428911700	0,036621600	-0,346356600	1,340415300	105,965463000	-1,010145800	0,076295000	0,341016300	199,755535000	1,000062310	0,092011100	0,093384400	7,499965440	53,037411400	199,857014000
-2,467288000	-1,003411100	198,836159000	-0,014650600	0,000704990	0,645413400	-0,127404300	-0,146486400	-0,358563000	1,338126600	105,965463000	-1,165787600	-0,061036000	-0,839190000	199,723489000	1,000062310	-0,020599500	-0,024719400	7,499965440	53,037411400	199,857014000
-2,696168000	-1,101068700	198,881933000	0,036618800	0,000833170	-0,019072500	0,675929400	-0,067139600	-0,362377500	1,337363700	105,965463000	-0,836193200	-0,210574200	0,326521200	199,792922000	1,000062310	0,034332500	0,031585900	7,499965440	53,037411400	199,857014000
-2,833496000	-1,160578800	198,614918000	0,085446800	0,000897260	0,133507500	0,462317400	-0,045777000	-0,362377500	1,333549200	105,965463000	-0,466925400	-0,213626000	0,498936600	199,808945000	1,000062310	0,083771300	0,082398000	7,499965440	53,037411400	199,857014000
-2,833496000	-1,087335600	199,080287000	0,024411800	0,000833170	-0,579041100	-1,017708600	-0,177004400	-0,362377500	1,326683100	105,959970000	-0,186159800	-0,234988600	0,165549300	199,771558000	1,000062310	0,017852900	0,012359700	7,499965440	53,037411400	199,857014000
-3,062376000	-0,991203900	199,530398000	0,122067800	0,000833170	-0,025938600	0,137322000	-0,213626000	-0,362377500	1,319054100	105,959970000	-0,119020200	-0,711069400	0,893355900	199,739512000	1,000062310	0,113983900	0,107117400	7,499965440	53,037411400	199,857014000
