Messort	3435152
Temperatur	9541205
Witterung	8557416
Fahrer	8841362
FZG-Bezeichnung	0074342
FZG-Nummer	3776722
KFZ-Kennz	2143816
Aufbauzustand	8467216
Motor	7486849
Fahrwerkvariante	2450217
Beladungsvariante	5649391
Achsabstand	2776450
Antriebskonzept	
Antriebstechnik	
Laenderfahrwerk	
Fahrwerk_Modus	
ESP_Modus	
Lenkungs_Modus	
Fahrniveau_Modus	
Achslast.VA	6146129
Achslast.HA	9831844
Radlast.VL	478.000000000000000
Radlast.VR	460.000000000000000
Radlast.HL	418.000000000000000
Radlast.HR	409.000000000000000
Felge.VA	8876243
Felge.HA	8823457
MOSESKonfiguration.Messdauer	8786177
ManoeverBewertung.GesamtBewertung	8786177
Reifen.Fabrikat.VA	2562831
Reifen.Fabrikat.HA	2562831
Reifen.Dimension.VA	1335550
Reifen.Dimension.HA	7111636
Reifen.Druck.VA	2572661
Reifen.Druck.HA	2572661
Reifen.Dimension.VA_Detail.Art	
Reifen.Dimension.VA_Detail.HerstellerInfo	
Reifen.Dimension.HA_Detail.Art	
Reifen.Dimension.HA_Detail.HerstellerInfo	

Lenkradwin	Lenkmoment	Fahrgeschw	Schwimmwin	Bremslicht	Längsbesch	Querbeschl	Giergeschw	Nickwinkel	Wankwinkel	Gierwinkel	Nickgeschw	Wankgeschw	Hochbeschl	Fahrge_DIS	GPS_Status	Schwim_MSP	Schwim_MHA	Längengrad	Breitengrd	GPS-Fahrge
t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00	t0: 01.01.1904_01:00:00
dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000	dt: 1,000000
-2,558840000	-1,287228500	100,399172000	-0,041506000	0,000897260	-0,250231200	0,012969300	-0,152590000	-0,277695600	1,228269000	104,405451000	-0,076295000	-0,228885000	-0,164023500	101,395679000	1,000062310	-0,053558700	-0,061798500	7,496608460	53,061674800	102,138078000
-2,902160000	-1,477966000	100,322882000	-0,126955000	0,001474070	-0,174704100	0,242602200	-0,143434600	-0,274644000	1,228269000	104,405451000	0,045777000	-0,177004400	-0,120538200	101,406361000	1,000062310	-0,138703300	-0,145569800	7,496608460	53,061674800	102,138078000
-3,337032000	-1,616822900	100,383914000	-0,117189400	0,000897260	-0,037382100	-0,111383400	-0,143434600	-0,271592400	1,229794800	104,405451000	0,225833200	0,015259000	-0,492833400	101,368974000	1,000062310	-0,129090200	-0,135956700	7,496608460	53,061674800	102,138078000
-3,543024000	-1,558838700	100,818767000	-0,158693200	0,000897260	-0,380687100	0,199879800	-0,143434600	-0,269303700	1,235135100	104,399958000	0,238040400	0,259403000	-0,146476800	101,331587000	1,000062310	-0,170289200	-0,177155700	7,496608460	53,061674800	102,138078000
-3,909232000	-1,433714900	101,146814000	-0,156251800	0,000512720	-0,003814500	-0,093836700	-0,167849000	-0,266252100	1,238186700	104,399958000	0,231936800	0,405889400	0,022124100	101,294200000	1,000062310	-0,168915900	-0,178529000	7,496608460	53,061674800	102,138078000
-4,595872000	-1,363523500	100,872170000	-0,131837800	0,001025440	-0,011443500	-0,213612000	-0,219729600	-0,263200500	1,239712500	104,399958000	0,244144000	0,280765600	-0,324995400	101,256813000	1,000062310	-0,149689700	-0,160676100	7,496608460	53,061674800	102,138078000
-4,572984000	-1,502380400	101,291765000	0,024411800	0,000961350	0,149528400	-0,220478100	-0,256351200	-0,259386000	1,241238300	104,394465000	0,274662000	0,234988600	-0,027464400	101,224767000	1,000062310	0,004119900	-0,009613100	7,496608460	53,061674800	102,138078000
-5,328288000	-1,638185500	101,368055000	0,051267200	0,000961350	-0,144188100	0,051114300	-0,277713800	-0,254808600	1,240475400	104,394465000	0,421148400	0,088502200	0,005340300	101,192721000	1,000062310	0,028839300	0,015106300	7,496608460	53,061674800	102,138078000
